profile_id,condition,control_filler,gender,age_band,race,education,income,party,age,year_birth,ideology,household_size,social_class,region,urbanicity,religion,religiosity,born_again,trust_science_prior
P00148,control,dances,Female,30-44,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Independent,34,1992,"moderate, middle of the road",2,working class,south,"other urban (counties having towns of 10,000 or more)",catholic,,no,only some
P00149,control,baseball,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,48,1978,conservative,4,working class,midwest,suburbs of the remaining 100 largest smsas,catholic,,yes,only some
P00150,control,neckties,Male,18-29,Black / African American,Master's degree / Professional degree,"$30,000 to $55,999",Independent,28,1998,"moderate, middle of the road",2,middle class,south,,muslim/islam,strong,no,a great deal
P00151,control,dances,Female,30-44,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent,39,1987,slightly conservative,2,working class,south,central city of 12 largest smsas,protestant,not very strong,no,
P00152,control,dances,Male,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",Independent,21,2005,"moderate, middle of the road",2,working class,west,suburbs of 12 largest smsas,protestant,not very strong,no,a great deal
P00153,control,dances,Male,30-44,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,40,1986,"moderate, middle of the road",1,lower class,northeast,central city of 12 largest smsas,catholic,not very strong,no,a great deal
P00154,control,neckties,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,36,1990,"moderate, middle of the road",4,middle class,northeast,"other urban (counties having towns of 10,000 or more)",none,,no,a great deal
P00155,control,neckties,Female,60+,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,86,1940,"moderate, middle of the road",6,working class,northeast,,protestant,,no,
P00156,control,dances,Other,18-29,Hispanic / Latino,Less than high school,"Less than $30,000",Independent,21,2005,"moderate, middle of the road",2,middle class,south,,none,no religion,no,
P00157,control,dances,Female,60+,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,65,1961,liberal,3,lower class,northeast,central city of 12 largest smsas,protestant,,yes,only some
P00158,control,dances,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,47,1979,liberal,2,middle class,midwest,suburbs of the remaining 100 largest smsas,protestant,not very strong,no,
P00159,control,baseball,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,42,1984,"moderate, middle of the road",2,middle class,northeast,,none,no religion,no,a great deal
P00160,control,neckties,Female,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,60,1966,"moderate, middle of the road",2,upper class,south,suburbs of 12 largest smsas,protestant,not very strong,no,a great deal
P00161,control,baseball,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,69,1957,conservative,2,middle class,northeast,,protestant,,no,
P00162,control,baseball,Female,60+,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Democrat,71,1955,liberal,2,middle class,northeast,suburbs of 12 largest smsas,protestant,,no,a great deal
P00163,control,baseball,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,52,1974,"moderate, middle of the road",2,working class,northeast,suburbs of 12 largest smsas,catholic,,no,only some
P00164,control,dances,Male,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,24,2002,conservative,1,middle class,midwest,,protestant,,yes,only some
P00165,control,dances,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,36,1990,slightly liberal,2,upper class,west,central city of the remainder of the 100 largest smsas,protestant,,no,
P00166,control,neckties,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,28,1998,liberal,2,working class,midwest,suburbs of the remaining 100 largest smsas,none,,no,
P00167,control,dances,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,34,1992,conservative,2,middle class,south,central city of the remainder of the 100 largest smsas,protestant,somewhat strong (vol.),yes,a great deal
P00168,control,baseball,Male,30-44,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,33,1993,"moderate, middle of the road",3,middle class,south,central city of the remainder of the 100 largest smsas,protestant,,,
P00169,control,dances,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,52,1974,conservative,3,middle class,south,"other urban (counties having towns of 10,000 or more)",protestant,not very strong,yes,
P00170,control,baseball,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,69,1957,liberal,2,working class,west,"other urban (counties having towns of 10,000 or more)",none,,no,a great deal
P00171,control,neckties,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,67,1959,"moderate, middle of the road",2,upper class,south,,protestant,not very strong,no,a great deal
P00172,control,baseball,Male,18-29,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,22,2004,slightly conservative,2,middle class,northeast,central city of 12 largest smsas,protestant,strong,no,
P00173,control,neckties,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,61,1965,conservative,1,working class,south,,protestant,not very strong,yes,a great deal
P00174,control,neckties,Male,60+,Hispanic / Latino,Less than high school,"Less than $30,000",Independent,68,1958,"moderate, middle of the road",1,working class,west,central city of the remainder of the 100 largest smsas,catholic,not very strong,no,a great deal
P00175,control,neckties,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Republican,66,1960,"moderate, middle of the road",2,working class,south,,catholic,strong,yes,only some
P00176,control,dances,Female,45-59,Black / African American,Bachelor's degree,"$100,000 to $167,999",Democrat,53,1973,slightly liberal,2,middle class,south,,protestant,strong,yes,only some
P00177,control,dances,Male,30-44,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Independent,40,1986,"moderate, middle of the road",4,upper class,south,suburbs of 12 largest smsas,other eastern religions,,no,a great deal
P00178,control,dances,Female,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,22,2004,slightly conservative,2,working class,west,central city of the remainder of the 100 largest smsas,protestant,strong,yes,a great deal
P00179,control,baseball,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,33,1993,liberal,2,middle class,south,,none,no religion,no,
P00180,control,neckties,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,63,1963,slightly conservative,2,middle class,northeast,central city of 12 largest smsas,catholic,strong,no,hardly any
P00181,control,dances,Male,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,62,1964,conservative,2,middle class,northeast,central city of the remainder of the 100 largest smsas,catholic,,no,
P00182,control,baseball,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,43,1983,conservative,4,working class,northeast,,none,,no,
P00183,control,dances,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,68,1958,slightly liberal,2,working class,northeast,"other rural (counties having no towns of 10,000 or more)",protestant,,,
P00184,control,baseball,Female,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Other,24,2002,extremely liberal,4,middle class,northeast,"other urban (counties having towns of 10,000 or more)",none,,no,a great deal
P00185,control,baseball,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,39,1987,slightly liberal,5,working class,midwest,"other rural (counties having no towns of 10,000 or more)",protestant,not very strong,yes,a great deal
P00186,control,dances,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,64,1962,slightly conservative,1,middle class,midwest,"other urban (counties having towns of 10,000 or more)",other,strong,yes,only some
P00187,control,neckties,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,58,1968,conservative,2,working class,south,,none,,no,only some
P00188,control,dances,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,56,1970,liberal,4,middle class,west,suburbs of 12 largest smsas,catholic,,yes,only some
P00189,control,dances,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,65,1961,extremely conservative,2,working class,northeast,suburbs of 12 largest smsas,jewish,strong,no,a great deal
P00190,control,baseball,Female,60+,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Independent,61,1965,"moderate, middle of the road",3,middle class,northeast,suburbs of 12 largest smsas,buddhism,,no,a great deal
P00191,control,baseball,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,38,1988,"moderate, middle of the road",7,lower class,midwest,"other rural (counties having no towns of 10,000 or more)",protestant,not very strong,yes,only some
P00192,control,neckties,Male,30-44,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Democrat,33,1993,"moderate, middle of the road",2,working class,south,"other urban (counties having towns of 10,000 or more)",catholic,,,
P00193,control,dances,Male,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,27,1999,conservative,2,working class,south,"other urban (counties having towns of 10,000 or more)",protestant,,yes,hardly any
P00194,control,neckties,Male,60+,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat,89,1937,slightly liberal,2,middle class,west,central city of 12 largest smsas,catholic,,no,only some
P00195,control,dances,Female,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,22,2004,"moderate, middle of the road",3,middle class,south,"other rural (counties having no towns of 10,000 or more)",none,no religion,no,a great deal
P00196,control,dances,Female,30-44,White / Caucasian,Less than high school,"$56,000 to $99,999",Republican,33,1993,"moderate, middle of the road",7,lower class,south,,protestant,not very strong,no,only some
P00197,control,dances,Male,45-59,Black / African American,Bachelor's degree,"$100,000 to $167,999",Democrat,45,1981,slightly conservative,1,working class,northeast,central city of 12 largest smsas,catholic,strong,yes,
P00198,control,dances,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,28,1998,"moderate, middle of the road",3,working class,south,suburbs of 12 largest smsas,catholic,not very strong,no,a great deal
P00199,control,dances,Male,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,38,1988,liberal,2,middle class,northeast,suburbs of the remaining 100 largest smsas,jewish,strong,no,a great deal
P00200,control,dances,Female,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,55,1971,extremely conservative,1,working class,south,"other urban (counties having towns of 10,000 or more)",protestant,,no,only some
P00201,control,dances,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,42,1984,"moderate, middle of the road",2,middle class,west,suburbs of the remaining 100 largest smsas,none,no religion,no,only some
